,,,,,,,,,,,,,,,,,,,,,GM_Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,STID,Earthquake Name,Magnitude,Location,Date,Time,Mag_Type,faultType,Depth,Repi,Rfault,PGA,APKV2,VPK,DPK,SA03,SA1,SA3,Stracc,Event_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36
5,CE12299,Hector Mine Earthquake of 16 Oct 1999,7.1,"Hector Mine, CA",16/10/1999,2:46:45 AM PDT,Ml,,6,88.1,-9999,-9999,-1,-1,-1,-1,-1,-1,-9999,9108652,GM_Z_5_1_9108652,GM_Y_5_2_9108652,GM_Y_5_3_9108652,GM_Y_5_4_9108652,GM_Y_5_5_9108652,GM_Y_5_6_9108652,GM_Y_5_7_9108652,GM_Y_5_8_9108652,GM_Y_5_9_9108652,GM_X_5_10_9108652,GM_X_5_11_9108652,GM_X_5_12_9108652,GM_X_5_13_9108652,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Landers Earthquake of 28 Jun 1992,7.3,"Landers, CA",28/06/1992,4:57:31 AM PDT,Ml,,1.1,43,30.1,0.07,-1,-1,-1,-1,-1,-1,0.23,3031111,GM_Z_5_1_3031111,GM_Y_5_2_3031111,GM_Y_5_3_3031111,GM_Y_5_4_3031111,GM_Y_5_5_3031111,GM_Y_5_6_3031111,GM_Y_5_7_3031111,GM_Y_5_8_3031111,GM_Y_5_9_3031111,GM_X_5_10_3031111,GM_X_5_11_3031111,GM_X_5_12_3031111,GM_X_5_13_3031111,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Palm Springs Earthquake of 08 Jul 1986,6,"Palm Springs, CA",08/07/1986,2:20:45 PDT,Mw,,9.5,18.7,-9999,0.19,-1,-1,-1,-1,-1,-1,0.62,700917,GM_Z_5_1_700917,GM_Y_5_2_700917,GM_Y_5_3_700917,GM_Y_5_4_700917,GM_Y_5_5_700917,GM_Y_5_6_700917,GM_Y_5_7_700917,GM_Y_5_8_700917,GM_Y_5_9_700917,GM_X_5_10_700917,GM_X_5_11_700917,GM_X_5_12_700917,GM_X_5_13_700917,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Calexico Earthquake of 04 Apr 2010,7.2,"30.8 mi SSE of Calexico, CA",04/04/2010,3:40:42 PM PDT,ML,SS,10,210.8,157.4,0.037,0.037,3.16,2.5,0.102,0.026,0.004,0.118,14607652,GM_Z_5_1_14607652,GM_Y_5_2_14607652,GM_Y_5_3_14607652,GM_Y_5_4_14607652,GM_Y_5_5_14607652,GM_Y_5_6_14607652,GM_Y_5_7_14607652,GM_Y_5_8_14607652,GM_Y_5_9_14607652,GM_X_5_10_14607652,GM_X_5_11_14607652,GM_X_5_12_14607652,GM_X_5_13_14607652,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Borrego Springs Area Earthquake of 07 Jul 2010,5.4,"15 mi NNW of Borrego Springs, CA",07/07/2010,16:53:33 PDT,ML,SS,14,46.7,-9999,0.033,0.032,2.56,0.4,0.07,0.028,0.003,0.113,10736069,GM_Z_5_1_10736069,GM_Y_5_2_10736069,GM_Y_5_3_10736069,GM_Y_5_4_10736069,GM_Y_5_5_10736069,GM_Y_5_6_10736069,GM_Y_5_7_10736069,GM_Y_5_8_10736069,GM_Y_5_9_10736069,GM_X_5_10_10736069,GM_X_5_11_10736069,GM_X_5_12_10736069,GM_X_5_13_10736069,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Banning Earthquake of 06 Jan 2016,4.5,"3.8km (2.4mi) NNW of Banning, CA",06/01/2016,06:42:34.880 AM PST,ML,RO,16.7,34.7,-9999,0.016,0.016,0.8,0.1,0.022,0.007,0,0.038,37510616,GM_Z_5_1_37510616,GM_Y_5_2_37510616,GM_Y_5_3_37510616,GM_Y_5_4_37510616,GM_Y_5_5_37510616,GM_Y_5_6_37510616,GM_Y_5_7_37510616,GM_Y_5_8_37510616,GM_Y_5_9_37510616,GM_X_5_10_37510616,GM_X_5_11_37510616,GM_X_5_12_37510616,GM_X_5_13_37510616,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Borrego Springs Earthquake of 10 Jun 2016,5.2,"20.5km (12.8mi) NNW of Borrego Springs, CA",10/06/2016,01:04:38.700 AM PDT,MW,SS,12.3,46.1,-9999,0.025,0.025,1.14,0.1,0.049,0.014,0.001,0.066,37374687,GM_Z_5_1_37374687,GM_Y_5_2_37374687,GM_Y_5_3_37374687,GM_Y_5_4_37374687,GM_Y_5_5_37374687,GM_Y_5_6_37374687,GM_Y_5_7_37374687,GM_Y_5_8_37374687,GM_Y_5_9_37374687,GM_X_5_10_37374687,GM_X_5_11_37374687,GM_X_5_12_37374687,GM_X_5_13_37374687,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Cabazon Earthquake of 08 May 2018,4.5,"10.9km (6.8mi) N of Cabazon, CA",08/05/2018,04:49:34.020 PDT,MW,SS,12.9,29.5,-9999,0.019,0.019,0.81,0.1,0.029,0.006,0,0.029,38167848,GM_Z_5_1_38167848,GM_Y_5_2_38167848,GM_Y_5_3_38167848,GM_Y_5_4_38167848,GM_Y_5_5_38167848,GM_Y_5_6_38167848,GM_Y_5_7_38167848,GM_Y_5_8_38167848,GM_Y_5_9_38167848,GM_X_5_10_38167848,GM_X_5_11_38167848,GM_X_5_12_38167848,GM_X_5_13_38167848,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Thousand Palms Earthquake of 30 May 2018,3.8,"13.2km (8.2mi) NNE of Thousand Palms, CA",30/05/2018,12:22:05.300 PDT,MW,SS,8.7,22.4,-9999,0.028,0.026,0.33,0,0.012,0.001,0,0.017,37952751,GM_Z_5_1_37952751,GM_Y_5_2_37952751,GM_Y_5_3_37952751,GM_Y_5_4_37952751,GM_Y_5_5_37952751,GM_Y_5_6_37952751,GM_Y_5_7_37952751,GM_Y_5_8_37952751,GM_Y_5_9_37952751,GM_X_5_10_37952751,GM_X_5_11_37952751,GM_X_5_12_37952751,GM_X_5_13_37952751,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Aguanga Earthquake of 14 Aug 2018,4.4,"6.9km (4.3mi) NE of Aguanga, CA",14/08/2018,18:24:26.310 PDT,MW,SS,1.9,46.9,-9999,0.008,0.008,0.26,0,0.012,0.002,0,0.016,38245496,GM_Z_5_1_38245496,GM_Y_5_2_38245496,GM_Y_5_3_38245496,GM_Y_5_4_38245496,GM_Y_5_5_38245496,GM_Y_5_6_38245496,GM_Y_5_7_38245496,GM_Y_5_8_38245496,GM_Y_5_9_38245496,GM_X_5_10_38245496,GM_X_5_11_38245496,GM_X_5_12_38245496,GM_X_5_13_38245496,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,225.1,218.3,0.008,0.008,1.42,0.4,0.015,0.025,0.004,0.029,38443183,GM_Z_5_1_38443183,GM_Y_5_2_38443183,GM_Y_5_3_38443183,GM_Y_5_4_38443183,GM_Y_5_5_38443183,GM_Y_5_6_38443183,GM_Y_5_7_38443183,GM_Y_5_8_38443183,GM_Y_5_9_38443183,GM_X_5_10_38443183,GM_X_5_11_38443183,GM_X_5_12_38443183,GM_X_5_13_38443183,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,235.1,204.5,0.013,0.013,2.89,2.2,0.026,0.036,0.012,0.062,38457511,GM_Z_5_1_38457511,GM_Y_5_2_38457511,GM_Y_5_3_38457511,GM_Y_5_4_38457511,GM_Y_5_5_38457511,GM_Y_5_6_38457511,GM_Y_5_7_38457511,GM_Y_5_8_38457511,GM_Y_5_9_38457511,GM_X_5_10_38457511,GM_X_5_11_38457511,GM_X_5_12_38457511,GM_X_5_13_38457511,,,,,,,,,,,,,,,,,,,,,,,
5,CE12299,Anza Earthquake of 03 Apr 2020,4.9,"17 km (10.625 mi) ESE of Anza, CA",03/04/2020,18:53:18.920 PDT,MW,,10.4,38.9,-9999,0.011,0.011,0.38,0.1,0.017,0.004,0,0.019,39126079,GM_Z_5_1_39126079,GM_Y_5_2_39126079,GM_Y_5_3_39126079,GM_Y_5_4_39126079,GM_Y_5_5_39126079,GM_Y_5_6_39126079,GM_Y_5_7_39126079,GM_Y_5_8_39126079,GM_Y_5_9_39126079,GM_X_5_10_39126079,GM_X_5_11_39126079,GM_X_5_12_39126079,GM_X_5_13_39126079,,,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Big Bear City Earthquake of 22 Feb 2003,5.4,"3 mi. N of Big Bear City, CA",22/02/2003,4:19:10 AM PST,Ml,SS,12.7,54.5,-9999,0.008,0.008,0.36,0,0.022,0.002,0,0.032,13935988,GM_Z_6_1_13935988,"GM_(+x,-y)_6_2_13935988","GM_(-x,-y)_6_3_13935988",GM_Z_6_4_13935988,GM_Y_6_5_13935988,GM_X_6_6_13935988,GM_Y_6_7_13935988,GM_Y_6_8_13935988,GM_X_6_9_13935988,GM_Y_6_10_13935988,GM_Y_6_11_13935988,GM_X_6_12_13935988,GM_Y_6_13_13935988,GM_Y_6_14_13935988,GM_X_6_15_13935988,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Fontana Earthquake of 06 Jan 2005,4.4,"2 mi. N of Fontana, CA",06/01/2005,6:35:26 AM PST,Ml,,0,33,-9999,0.006,0.006,0.24,0,0.023,0.001,0,0.022,14116972,GM_Z_6_1_14116972,"GM_(+x,-y)_6_2_14116972","GM_(-x,-y)_6_3_14116972",GM_Z_6_4_14116972,GM_Y_6_5_14116972,GM_X_6_6_14116972,GM_Y_6_7_14116972,GM_Y_6_8_14116972,GM_X_6_9_14116972,GM_Y_6_10_14116972,GM_Y_6_11_14116972,GM_X_6_12_14116972,GM_Y_6_13_14116972,GM_Y_6_14_14116972,GM_X_6_15_14116972,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,52.9,-9999,0.03,0.029,1.24,0.1,0.062,0.008,0.001,0.059,14383980,GM_Z_6_1_14383980,"GM_(+x,-y)_6_2_14383980","GM_(-x,-y)_6_3_14383980",GM_Z_6_4_14383980,GM_Y_6_5_14383980,GM_X_6_6_14383980,GM_Y_6_7_14383980,GM_Y_6_8_14383980,GM_X_6_9_14383980,GM_Y_6_10_14383980,GM_Y_6_11_14383980,GM_X_6_12_14383980,GM_Y_6_13_14383980,GM_Y_6_14_14383980,GM_X_6_15_14383980,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Lake Elsinore Earthquake of 02 Sep 2007,4.7,"8 mi WNW of Lake Elsinore, CA",02/09/2007,10:29:14 AM PDT,ML,,12.5,32.8,-9999,0.013,0.013,0.51,0,0.021,0.001,0,0.034,10275733,GM_Z_6_1_10275733,"GM_(+x,-y)_6_2_10275733","GM_(-x,-y)_6_3_10275733",GM_Z_6_4_10275733,GM_Y_6_5_10275733,GM_X_6_6_10275733,GM_Y_6_7_10275733,GM_Y_6_8_10275733,GM_X_6_9_10275733,GM_Y_6_10_10275733,GM_Y_6_11_10275733,GM_X_6_12_10275733,GM_Y_6_13_10275733,GM_Y_6_14_10275733,GM_X_6_15_10275733,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Yucaipa Earthquake of 02 Oct 2008,4.1,"6 mi NE of Yucaipa, CA",02/10/2008,2:41:49 AM PDT,ML,,11.1,28.6,-9999,0.012,0.012,0.21,0,0.011,0.001,0,0.016,14396336,GM_Z_6_1_14396336,"GM_(+x,-y)_6_2_14396336","GM_(-x,-y)_6_3_14396336",GM_Z_6_4_14396336,GM_Y_6_5_14396336,GM_X_6_6_14396336,GM_Y_6_7_14396336,GM_Y_6_8_14396336,GM_X_6_9_14396336,GM_Y_6_10_14396336,GM_Y_6_11_14396336,GM_X_6_12_14396336,GM_Y_6_13_14396336,GM_Y_6_14_14396336,GM_X_6_15_14396336,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Palomar Observatory Earthquake of 17 Nov 2008,4.1,"10 mi N of Palomar Observatory, CA",17/11/2008,4:35:42 AM PST,ML,,8.3,55.3,-9999,0.007,0.007,0.28,0,0.014,0.001,0,0.022,14403732,GM_Z_6_1_14403732,"GM_(+x,-y)_6_2_14403732","GM_(-x,-y)_6_3_14403732",GM_Z_6_4_14403732,GM_Y_6_5_14403732,GM_X_6_6_14403732,GM_Y_6_7_14403732,GM_Y_6_8_14403732,GM_X_6_9_14403732,GM_Y_6_10_14403732,GM_Y_6_11_14403732,GM_X_6_12_14403732,GM_Y_6_13_14403732,GM_Y_6_14_14403732,GM_X_6_15_14403732,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Inglewood Area Earthquake of 17 May 2009,4.7,"1 mi S of Inglewood, CA",17/05/2009,8:39:36 PM PDT,Mw,SS,15,106.3,-9999,0.018,0.018,0.5,0,0.021,0.001,0,0.024,10410337,GM_Z_6_1_10410337,"GM_(+x,-y)_6_2_10410337","GM_(-x,-y)_6_3_10410337",GM_Z_6_4_10410337,GM_Y_6_5_10410337,GM_X_6_6_10410337,GM_Y_6_7_10410337,GM_Y_6_8_10410337,GM_X_6_9_10410337,GM_Y_6_10_10410337,GM_Y_6_11_10410337,GM_X_6_12_10410337,GM_Y_6_13_10410337,GM_Y_6_14_10410337,GM_X_6_15_10410337,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Banning Area Earthquake of 11 Jan 2010,4.3,"3 mi N of Banning, CA",11/01/2010,6:36:08 PM PST,ML,,7.1,30.2,-9999,0.006,0.005,0.21,0,0.014,0.001,0,0.02,14571828,GM_Z_6_1_14571828,"GM_(+x,-y)_6_2_14571828","GM_(-x,-y)_6_3_14571828",GM_Z_6_4_14571828,GM_Y_6_5_14571828,GM_X_6_6_14571828,GM_Y_6_7_14571828,GM_Y_6_8_14571828,GM_X_6_9_14571828,GM_Y_6_10_14571828,GM_Y_6_11_14571828,GM_X_6_12_14571828,GM_Y_6_13_14571828,GM_Y_6_14_14571828,GM_X_6_15_14571828,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Beaumont Area Earthquake of 16 Jan 2010,4.3,"3 mi WNW of Beaumont, CA",16/01/2010,4:03:25 AM PST,ML,,14.8,16.8,-9999,0.012,0.012,0.28,0,0.02,0.001,0,0.024,10530013,GM_Z_6_1_10530013,"GM_(+x,-y)_6_2_10530013","GM_(-x,-y)_6_3_10530013",GM_Z_6_4_10530013,GM_Y_6_5_10530013,GM_X_6_6_10530013,GM_Y_6_7_10530013,GM_Y_6_8_10530013,GM_X_6_9_10530013,GM_Y_6_10_10530013,GM_Y_6_11_10530013,GM_X_6_12_10530013,GM_Y_6_13_10530013,GM_Y_6_14_10530013,GM_X_6_15_10530013,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Calexico Earthquake of 04 Apr 2010,7.2,"30.8 mi SSE of Calexico, CA",04/04/2010,3:40:42 PM PDT,ML,SS,10,255.7,200.6,0.039,0.038,3.58,4.8,0.107,0.01,0.004,0.125,14607652,GM_Z_6_1_14607652,"GM_(+x,-y)_6_2_14607652","GM_(-x,-y)_6_3_14607652",GM_Z_6_4_14607652,GM_Y_6_5_14607652,GM_X_6_6_14607652,GM_Y_6_7_14607652,GM_Y_6_8_14607652,GM_X_6_9_14607652,GM_Y_6_10_14607652,GM_Y_6_11_14607652,GM_X_6_12_14607652,GM_Y_6_13_14607652,GM_Y_6_14_14607652,GM_X_6_15_14607652,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Calexico Area Earthquake of 22 May 2010,4.9,"16 mi WSW of Calexico, CA",22/05/2010,10:30:57 AM PDT,Mw,SS,5.4,198.5,-9999,0.007,0.003,0.2,0,0.009,0.001,0,0.013,14718756,GM_Z_6_1_14718756,"GM_(+x,-y)_6_2_14718756","GM_(-x,-y)_6_3_14718756",GM_Z_6_4_14718756,GM_Y_6_5_14718756,GM_X_6_6_14718756,GM_Y_6_7_14718756,GM_Y_6_8_14718756,GM_X_6_9_14718756,GM_Y_6_10_14718756,GM_Y_6_11_14718756,GM_X_6_12_14718756,GM_Y_6_13_14718756,GM_Y_6_14_14718756,GM_X_6_15_14718756,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Ocotillo Area Earthquake of 10 Apr 2010,4.5,"13.6 mi ESE of Ocotillo, CA",10/04/2010,2:12:28 AM PDT,Mw,,6.8,191.1,-9999,0.005,0.004,0.17,0,0.013,0.001,0,0.021,10597061,GM_Z_6_1_10597061,"GM_(+x,-y)_6_2_10597061","GM_(-x,-y)_6_3_10597061",GM_Z_6_4_10597061,GM_Y_6_5_10597061,GM_X_6_6_10597061,GM_Y_6_7_10597061,GM_Y_6_8_10597061,GM_X_6_9_10597061,GM_Y_6_10_10597061,GM_Y_6_11_10597061,GM_X_6_12_10597061,GM_Y_6_13_10597061,GM_Y_6_14_10597061,GM_X_6_15_10597061,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Ocotillo Area Earthquake of 14 Jun 2010,5.7,"5 mi SE of Ocotillo, CA",14/06/2010,9:26:58 PM PDT,ML,SS,6.9,179.4,-9999,0.017,0.016,1.04,0.1,0.04,0.004,0.001,0.068,14745580,GM_Z_6_1_14745580,"GM_(+x,-y)_6_2_14745580","GM_(-x,-y)_6_3_14745580",GM_Z_6_4_14745580,GM_Y_6_5_14745580,GM_X_6_6_14745580,GM_Y_6_7_14745580,GM_Y_6_8_14745580,GM_X_6_9_14745580,GM_Y_6_10_14745580,GM_Y_6_11_14745580,GM_X_6_12_14745580,GM_Y_6_13_14745580,GM_Y_6_14_14745580,GM_X_6_15_14745580,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Borrego Springs Area Earthquake of 07 Jul 2010,5.4,"15 mi NNW of Borrego Springs, CA",07/07/2010,16:53:33 PDT,ML,SS,14,85.3,-9999,0.041,0.041,2.62,0.3,0.1,0.013,0.001,0.132,10736069,GM_Z_6_1_10736069,"GM_(+x,-y)_6_2_10736069","GM_(-x,-y)_6_3_10736069",GM_Z_6_4_10736069,GM_Y_6_5_10736069,GM_X_6_6_10736069,GM_Y_6_7_10736069,GM_Y_6_8_10736069,GM_X_6_9_10736069,GM_Y_6_10_10736069,GM_Y_6_11_10736069,GM_X_6_12_10736069,GM_Y_6_13_10736069,GM_Y_6_14_10736069,GM_X_6_15_10736069,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Borrego Springs Area Earthquake of 12 Jun 2010,4.9,"10 mi. NNW of Borrego Springs, CA",12/06/2010,8:08:57 PM PDT,ML,,12.5,93.2,-9999,0.007,0.006,0.23,0,0.012,0.001,0,0.015,10701405,GM_Z_6_1_10701405,"GM_(+x,-y)_6_2_10701405","GM_(-x,-y)_6_3_10701405",GM_Z_6_4_10701405,GM_Y_6_5_10701405,GM_X_6_6_10701405,GM_Y_6_7_10701405,GM_Y_6_8_10701405,GM_X_6_9_10701405,GM_Y_6_10_10701405,GM_Y_6_11_10701405,GM_X_6_12_10701405,GM_Y_6_13_10701405,GM_Y_6_14_10701405,GM_X_6_15_10701405,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Beaumont Earthquake of 14 Sep 2011,4.1,"9.5 km (5.9 mi) WNW of Beaumont, CA",14/09/2011,7:44:50 AM PDT,ML,,16.9,11.9,-9999,0.012,0.011,0.12,0,0.004,0,0,0.01,11006189,GM_Z_6_1_11006189,"GM_(+x,-y)_6_2_11006189","GM_(-x,-y)_6_3_11006189",GM_Z_6_4_11006189,GM_Y_6_5_11006189,GM_X_6_6_11006189,GM_Y_6_7_11006189,GM_Y_6_8_11006189,GM_X_6_9_11006189,GM_Y_6_10_11006189,GM_Y_6_11_11006189,GM_X_6_12_11006189,GM_Y_6_13_11006189,GM_Y_6_14_11006189,GM_X_6_15_11006189,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Westmorland Area Earthquake of 26 Aug 2012,5.3,"5.8 km (3.6 mi) ESE of Westmorland, CA",26/08/2012,12:31:23 PM PDT,ML,SS,12.3,182.6,-9999,0.004,0.003,0.14,0,0.01,0.001,0,0.013,15199681,GM_Z_6_1_15199681,"GM_(+x,-y)_6_2_15199681","GM_(-x,-y)_6_3_15199681",GM_Z_6_4_15199681,GM_Y_6_5_15199681,GM_X_6_6_15199681,GM_Y_6_7_15199681,GM_Y_6_8_15199681,GM_X_6_9_15199681,GM_Y_6_10_15199681,GM_Y_6_11_15199681,GM_X_6_12_15199681,GM_Y_6_13_15199681,GM_Y_6_14_15199681,GM_X_6_15_15199681,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Anza Earthquake of 11 Mar 2013,4.7,"20.5 km (12.7 mi) ESE of Anza, CA",11/03/2013,09:56:06 PDT,M,,13.1,82.2,-9999,0.011,0.008,0.39,0,0.027,0.002,0,0.03,15296281,GM_Z_6_1_15296281,"GM_(+x,-y)_6_2_15296281","GM_(-x,-y)_6_3_15296281",GM_Z_6_4_15296281,GM_Y_6_5_15296281,GM_X_6_6_15296281,GM_Y_6_7_15296281,GM_Y_6_8_15296281,GM_X_6_9_15296281,GM_Y_6_10_15296281,GM_Y_6_11_15296281,GM_X_6_12_15296281,GM_Y_6_13_15296281,GM_Y_6_14_15296281,GM_X_6_15_15296281,,,,,,,,,,,,,,,,,,,,,
6,CE13213,La Habra Earthquake of 28 Mar 2014,5.1,"2km (1mi) E of La Habra, CA",28/03/2014,9:09:42 PM PDT,Mw,ALL,4.8,66.7,-9999,0.013,0.012,0.48,0.1,0.041,0.004,0.001,0.032,15481673,GM_Z_6_1_15481673,"GM_(+x,-y)_6_2_15481673","GM_(-x,-y)_6_3_15481673",GM_Z_6_4_15481673,GM_Y_6_5_15481673,GM_X_6_6_15481673,GM_Y_6_7_15481673,GM_Y_6_8_15481673,GM_X_6_9_15481673,GM_Y_6_10_15481673,GM_Y_6_11_15481673,GM_X_6_12_15481673,GM_Y_6_13_15481673,GM_Y_6_14_15481673,GM_X_6_15_15481673,,,,,,,,,,,,,,,,,,,,,
6,CE13213,San Jacinto Earthquake of 06 May 2015,3.7,"3.6km (2.3mi) NNW of San Jacinto, CA",06/05/2015,12:39:46.930 AM PDT,ML,ALL,15.3,22.9,-9999,0.01,0.01,0.2,0,0.013,0,0,0.019,37375632,GM_Z_6_1_37375632,"GM_(+x,-y)_6_2_37375632","GM_(-x,-y)_6_3_37375632",GM_Z_6_4_37375632,GM_Y_6_5_37375632,GM_X_6_6_37375632,GM_Y_6_7_37375632,GM_Y_6_8_37375632,GM_X_6_9_37375632,GM_Y_6_10_37375632,GM_Y_6_11_37375632,GM_X_6_12_37375632,GM_Y_6_13_37375632,GM_Y_6_14_37375632,GM_X_6_15_37375632,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Banning Earthquake of 06 Jan 2016,4.5,"3.8km (2.4mi) NNW of Banning, CA",06/01/2016,06:42:34.880 AM PST,ML,RO,16.7,28.9,-9999,0.019,0.018,0.6,0,0.038,0.002,0,0.037,37510616,GM_Z_6_1_37510616,"GM_(+x,-y)_6_2_37510616","GM_(-x,-y)_6_3_37510616",GM_Z_6_4_37510616,GM_Y_6_5_37510616,GM_X_6_6_37510616,GM_Y_6_7_37510616,GM_Y_6_8_37510616,GM_X_6_9_37510616,GM_Y_6_10_37510616,GM_Y_6_11_37510616,GM_X_6_12_37510616,GM_Y_6_13_37510616,GM_Y_6_14_37510616,GM_X_6_15_37510616,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Borrego Springs Earthquake of 10 Jun 2016,5.2,"20.5km (12.8mi) NNW of Borrego Springs, CA",10/06/2016,01:04:38.700 AM PDT,MW,SS,12.3,87.9,-9999,0.048,0.048,2.92,0.2,0.149,0.014,0.001,0.201,37374687,GM_Z_6_1_37374687,"GM_(+x,-y)_6_2_37374687","GM_(-x,-y)_6_3_37374687",GM_Z_6_4_37374687,GM_Y_6_5_37374687,GM_X_6_6_37374687,GM_Y_6_7_37374687,GM_Y_6_8_37374687,GM_X_6_9_37374687,GM_Y_6_10_37374687,GM_Y_6_11_37374687,GM_X_6_12_37374687,GM_Y_6_13_37374687,GM_Y_6_14_37374687,GM_X_6_15_37374687,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Loma Linda Earthquake of 08 Oct 2016,3.7,"4.6km (2.9mi) S of Loma Linda, CA",08/10/2016,03:43:49.150 PM PDT,MW,SS,14.1,11.8,-9999,0.064,0.064,0.96,0,0.019,0.001,0,0.066,37713424,GM_Z_6_1_37713424,"GM_(+x,-y)_6_2_37713424","GM_(-x,-y)_6_3_37713424",GM_Z_6_4_37713424,GM_Y_6_5_37713424,GM_X_6_6_37713424,GM_Y_6_7_37713424,GM_Y_6_8_37713424,GM_X_6_9_37713424,GM_Y_6_10_37713424,GM_Y_6_11_37713424,GM_X_6_12_37713424,GM_Y_6_13_37713424,GM_Y_6_14_37713424,GM_X_6_15_37713424,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Loma Linda Earthquake of 13 Mar 2017,3.6,"2.3km (1.4mi) ESE of Loma Linda, CA",13/03/2017,22:06:54.460 PDT,MW,SS,17.6,14.6,-9999,0.016,0.015,0.25,0,0.006,0,0,0.012,37828544,GM_Z_6_1_37828544,"GM_(+x,-y)_6_2_37828544","GM_(-x,-y)_6_3_37828544",GM_Z_6_4_37828544,GM_Y_6_5_37828544,GM_X_6_6_37828544,GM_Y_6_7_37828544,GM_Y_6_8_37828544,GM_X_6_9_37828544,GM_Y_6_10_37828544,GM_Y_6_11_37828544,GM_X_6_12_37828544,GM_Y_6_13_37828544,GM_Y_6_14_37828544,GM_X_6_15_37828544,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,200.9,191.2,0.01,0.01,0.51,0.2,0.028,0.003,0.001,0.024,38443183,GM_Z_6_1_38443183,"GM_(+x,-y)_6_2_38443183","GM_(-x,-y)_6_3_38443183",GM_Z_6_4_38443183,GM_Y_6_5_38443183,GM_X_6_6_38443183,GM_Y_6_7_38443183,GM_Y_6_8_38443183,GM_X_6_9_38443183,GM_Y_6_10_38443183,GM_Y_6_11_38443183,GM_X_6_12_38443183,GM_Y_6_13_38443183,GM_Y_6_14_38443183,GM_X_6_15_38443183,,,,,,,,,,,,,,,,,,,,,
6,CE13213,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,209.3,182.4,0.015,0.015,1.71,1.6,0.033,0.008,0.004,0.038,38457511,GM_Z_6_1_38457511,"GM_(+x,-y)_6_2_38457511","GM_(-x,-y)_6_3_38457511",GM_Z_6_4_38457511,GM_Y_6_5_38457511,GM_X_6_6_38457511,GM_Y_6_7_38457511,GM_Y_6_8_38457511,GM_X_6_9_38457511,GM_Y_6_10_38457511,GM_Y_6_11_38457511,GM_X_6_12_38457511,GM_Y_6_13_38457511,GM_Y_6_14_38457511,GM_X_6_15_38457511,,,,,,,,,,,,,,,,,,,,,
